T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
208,Denmark,2020,Tourist/visitor arrivals (thousands),TCE,,"5,935",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,1995,Tourism expenditure (millions of US dollars),,,"3,691",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2005,Tourism expenditure (millions of US dollars),,,"5,293",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2010,Tourism expenditure (millions of US dollars),,,"5,704",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2018,Tourism expenditure (millions of US dollars),,,"9,107",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2019,Tourism expenditure (millions of US dollars),,,"8,651",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
208,Denmark,2020,Tourism expenditure (millions of US dollars),,,"3,970",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,1995,Tourist/visitor arrivals (thousands),THS,,21,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2005,Tourist/visitor arrivals (thousands),THS,,30,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2010,Tourist/visitor arrivals (thousands),THS,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,1995,Tourism expenditure (millions of US dollars),,,5,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2005,Tourism expenditure (millions of US dollars),,,7,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2010,Tourism expenditure (millions of US dollars),,,18,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2018,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2019,Tourism expenditure (millions of US dollars),,,63,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
262,Djibouti,2020,Tourism expenditure (millions of US dollars),,,30,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2005,Tourist/visitor arrivals (thousands),TF,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2010,Tourist/visitor arrivals (thousands),TF,,77,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2018,Tourist/visitor arrivals (thousands),TF,,63,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2019,Tourist/visitor arrivals (thousands),TF,,90,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2020,Tourist/visitor arrivals (thousands),TF,,22,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,1995,Tourism expenditure (millions of US dollars),,,42,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2005,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2010,Tourism expenditure (millions of US dollars),,,94,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2018,Tourism expenditure (millions of US dollars),,,88,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2019,Tourism expenditure (millions of US dollars),,,124,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
212,Dominica,2020,Tourism expenditure (millions of US dollars),,,32,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,1995,Tourist/visitor arrivals (thousands),TF,,"1,776",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2005,Tourist/visitor arrivals (thousands),TF,,"3,691",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2010,Tourist/visitor arrivals (thousands),TF,,"4,125",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2018,Tourist/visitor arrivals (thousands),TF,,"6,569",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2019,Tourist/visitor arrivals (thousands),TF,,"6,446",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2020,Tourist/visitor arrivals (thousands),TF,,"2,405",Arrivals by air only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,1995,Tourism expenditure (millions of US dollars),,,"1,571",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2005,Tourism expenditure (millions of US dollars),,,"3,518",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2010,Tourism expenditure (millions of US dollars),,,"4,162",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2018,Tourism expenditure (millions of US dollars),,,"7,548",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2019,Tourism expenditure (millions of US dollars),,,"7,472",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
214,Dominican Republic,2020,Tourism expenditure (millions of US dollars),,,"2,674",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,1995,Tourist/visitor arrivals (thousands),VF,,440,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2005,Tourist/visitor arrivals (thousands),VF,,860,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2010,Tourist/visitor arrivals (thousands),VF,,"1,047",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2018,Tourist/visitor arrivals (thousands),VF,,"2,535",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2019,Tourist/visitor arrivals (thousands),VF,,"2,108",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2020,Tourist/visitor arrivals (thousands),VF,,507,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,1995,Tourism expenditure (millions of US dollars),,,315,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2005,Tourism expenditure (millions of US dollars),,,488,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2010,Tourism expenditure (millions of US dollars),,,786,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2018,Tourism expenditure (millions of US dollars),,,"2,279",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2019,Tourism expenditure (millions of US dollars),,,"2,288",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
218,Ecuador,2020,Tourism expenditure (millions of US dollars),,,705,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,1995,Tourist/visitor arrivals (thousands),TF,,"2,871",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2005,Tourist/visitor arrivals (thousands),TF,,"8,244",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2010,Tourist/visitor arrivals (thousands),TF,,"14,051",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2018,Tourist/visitor arrivals (thousands),TF,,"11,196",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2019,Tourist/visitor arrivals (thousands),TF,,"12,876",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,1995,Tourism expenditure (millions of US dollars),,,"2,954",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2005,Tourism expenditure (millions of US dollars),,,"7,206",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2010,Tourism expenditure (millions of US dollars),,,"13,633",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2018,Tourism expenditure (millions of US dollars),,,"12,704",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2019,Tourism expenditure (millions of US dollars),,,"14,256",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
818,Egypt,2020,Tourism expenditure (millions of US dollars),,,"4,874",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,1995,Tourist/visitor arrivals (thousands),TF,,235,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2005,Tourist/visitor arrivals (thousands),TF,,"1,127",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2010,Tourist/visitor arrivals (thousands),TF,,"1,150",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2018,Tourist/visitor arrivals (thousands),TF,,"1,677",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2019,Tourist/visitor arrivals (thousands),TF,,"1,766",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2020,Tourist/visitor arrivals (thousands),TF,,549,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,1995,Tourism expenditure (millions of US dollars),,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2005,Tourism expenditure (millions of US dollars),,,656,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2010,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2018,Tourism expenditure (millions of US dollars),,,"1,370",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2019,Tourism expenditure (millions of US dollars),,,"1,664",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
222,El Salvador,2020,Tourism expenditure (millions of US dollars),,,755,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
226,Equatorial Guinea,1995,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
232,Eritrea,1995,Tourist/visitor arrivals (thousands),VF,,315,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
